Edad,Genero,Comunidad_Autonoma,Situacion_Laboral,Historial_Familiar,Estres_Diario,Horas_Sueno,Actividad_Fisica,Apoyo_Social,Consumo_Redes,RISK_LEVEL
79,Masculino,Madrid,Desempleado,Sí,3,7.4,Alta,3,5.1,Medio
47,Masculino,Andalucía,Desempleado,No,9,6.4,Baja,3,2.2,Alto
54,Femenino,Cantabria,Empleado,No,4,5.9,Media,6,3.9,Bajo
40,Femenino,Navarra,Desempleado,No,5,6.6,Media,1,6.4,Alto
75,Masculino,Comunidad Valenciana,Jubilado,No,1,5.8,Media,4,0.5,Bajo
27,Femenino,Andalucía,Estudiante,No,2,7.1,Media,8,4.6,Bajo
71,Femenino,Canarias,Jubilado,Sí,9,6.3,Baja,3,1.8,Alto
22,Masculino,Comunidad Valenciana,Empleado,No,2,5.2,Media,5,4.0,Bajo
53,Femenino,Cataluña,Empleado,Sí,5,8.5,Media,2,4.9,Alto
51,Masculino,Comunidad Valenciana,Estudiante,No,8,6.4,Alta,2,8.0,Alto
69,Masculino,Comunidad Valenciana,Empleado,No,3,5.5,Baja,7,3.9,Bajo
48,Otro,Comunidad Valenciana,Empleado,No,6,6.8,Alta,10,6.9,Bajo
27,Masculino,Madrid,Empleado,No,4,7.1,Media,3,2.3,Medio
75,Femenino,Galicia,Empleado,Sí,7,4.9,Alta,5,3.0,Medio
36,Femenino,Extremadura,Empleado,Sí,10,7.4,Media,3,5.2,Alto
75,Masculino,Madrid,Empleado,No,3,5.7,Media,6,4.4,Bajo
49,Femenino,Castilla y León,Empleado,Sí,6,9.1,Alta,10,3.3,Bajo
18,Femenino,Baleares,Empleado,No,10,7.6,Alta,3,3.3,Alto
73,Masculino,Madrid,Desempleado,Sí,9,6.5,Media,8,6.7,Alto
22,Femenino,Madrid,Desempleado,No,10,6.1,Baja,2,3.4,Alto
62,Femenino,Galicia,Desempleado,No,1,6.9,Baja,3,2.0,Bajo
21,Femenino,Galicia,Empleado,Sí,3,7.7,Baja,8,2.3,Bajo
33,Femenino,Murcia,Empleado,No,2,7.0,Baja,8,5.3,Bajo
41,Masculino,Madrid,Desempleado,Sí,8,6.7,Baja,1,8.5,Alto
33,Femenino,La Rioja,Desempleado,Sí,7,7.1,Alta,8,3.0,Medio
72,Femenino,Andalucía,Empleado,No,2,6.3,Baja,10,8.3,Bajo
19,Femenino,Andalucía,Empleado,No,6,6.6,Media,2,4.0,Alto
66,Femenino,Galicia,Jubilado,No,3,4.5,Baja,7,3.4,Bajo
45,Femenino,Cataluña,Empleado,Sí,8,8.2,Baja,6,2.2,Medio
49,Femenino,Cataluña,Empleado,No,10,7.4,Baja,2,3.6,Alto
44,Femenino,Cataluña,Desempleado,Sí,3,6.1,Baja,5,2.5,Medio
37,Femenino,Cataluña,Empleado,Sí,10,9.3,Media,7,2.3,Alto
41,Femenino,Andalucía,Empleado,No,9,7.1,Alta,8,0.7,Bajo
29,Femenino,Cantabria,Empleado,No,1,5.8,Baja,3,7.5,Medio
67,Femenino,Cataluña,Estudiante,Sí,5,8.0,Media,1,6.1,Alto
52,Masculino,Castilla y León,Empleado,No,3,7.5,Media,7,4.5,Bajo
77,Masculino,Canarias,Empleado,Sí,6,7.5,Alta,5,3.7,Bajo
50,Masculino,Asturias,Empleado,No,10,6.5,Media,5,4.0,Alto
50,Femenino,Andalucía,Estudiante,Sí,2,7.5,Media,7,2.4,Bajo
78,Femenino,Baleares,Empleado,Sí,9,6.7,Media,1,1.7,Alto
68,Femenino,Comunidad Valenciana,Jubilado,No,6,7.7,Alta,8,5.4,Medio
60,Masculino,Galicia,Empleado,No,7,4.7,Baja,10,3.5,Medio
54,Femenino,Galicia,Jubilado,No,5,6.5,Media,5,4.7,Bajo
29,Masculino,Murcia,Jubilado,Sí,9,9.1,Alta,8,0.7,Bajo
20,Masculino,Cataluña,Empleado,Sí,1,6.1,Media,10,3.4,Bajo
18,Femenino,Castilla y León,Empleado,No,5,6.3,Media,10,1.7,Bajo
50,Femenino,Comunidad Valenciana,Empleado,Sí,10,6.5,Media,5,5.0,Alto
57,Masculino,Canarias,Empleado,No,6,5.5,Baja,7,6.0,Medio
27,Masculino,La Rioja,Estudiante,Sí,7,4.4,Media,10,6.9,Alto
60,Masculino,Cataluña,Empleado,No,4,6.7,Media,3,2.7,Medio
61,Masculino,La Rioja,Empleado,No,1,7.2,Media,2,1.7,Bajo
46,Femenino,Andalucía,Empleado,Sí,8,6.9,Media,6,3.2,Alto
30,Masculino,Andalucía,Jubilado,No,10,6.8,Alta,5,2.6,Alto
29,Femenino,Andalucía,Empleado,No,4,7.1,Baja,9,4.9,Bajo
48,Femenino,Madrid,Empleado,Sí,3,8.2,Media,10,1.2,Bajo
63,Masculino,Galicia,Empleado,No,7,6.8,Media,4,0.5,Medio
19,Masculino,Andalucía,Jubilado,No,2,6.3,Media,3,3.3,Bajo
78,Masculino,Andalucía,Desempleado,Sí,8,6.7,Baja,9,5.5,Alto
68,Masculino,Asturias,Empleado,No,6,7.7,Media,8,1.9,Bajo
67,Masculino,Murcia,Empleado,Sí,7,8.7,Alta,6,5.7,Medio
52,Femenino,Murcia,Empleado,No,5,6.2,Media,1,4.7,Alto
40,Masculino,Baleares,Empleado,No,9,7.1,Alta,10,7.1,Medio
34,Femenino,Castilla y León,Jubilado,No,5,7.4,Alta,1,2.4,Medio
43,Masculino,Andalucía,Estudiante,No,5,5.8,Baja,6,0.8,Bajo
25,Femenino,Madrid,Empleado,No,3,7.0,Baja,3,5.2,Medio
46,Femenino,Castilla y León,Jubilado,No,1,5.2,Alta,3,4.6,Bajo
43,Femenino,Cataluña,Empleado,Sí,2,4.9,Alta,6,4.4,Bajo
27,Femenino,País Vasco,Estudiante,No,8,7.4,Baja,3,1.9,Alto
43,Femenino,Andalucía,Jubilado,Sí,1,6.5,Baja,10,5.6,Bajo
79,Femenino,Cataluña,Empleado,No,7,7.2,Baja,6,2.7,Medio
51,Femenino,Comunidad Valenciana,Estudiante,No,5,7.0,Alta,5,4.4,Bajo
68,Femenino,Galicia,Empleado,Sí,3,5.8,Baja,4,3.1,Medio
58,Masculino,Comunidad Valenciana,Empleado,Sí,7,6.9,Media,8,4.7,Medio
24,Masculino,País Vasco,Empleado,No,9,5.5,Alta,2,1.6,Alto
21,Femenino,Andalucía,Empleado,No,2,8.7,Baja,7,5.0,Bajo
75,Femenino,Andalucía,Estudiante,No,8,5.4,Media,4,5.3,Alto
70,Femenino,Aragón,Jubilado,No,9,6.8,Baja,2,4.2,Alto
67,Femenino,País Vasco,Desempleado,No,3,5.7,Alta,7,7.3,Bajo
62,Otro,Andalucía,Jubilado,No,2,7.7,Baja,1,4.4,Medio
28,Masculino,Aragón,Estudiante,Sí,7,6.6,Media,4,5.8,Alto
46,Masculino,Cataluña,Empleado,Sí,5,6.4,Media,9,4.2,Bajo
73,Masculino,Madrid,Empleado,No,5,8.0,Baja,4,5.7,Medio
53,Masculino,Andalucía,Empleado,No,10,7.0,Baja,3,0.9,Alto
42,Femenino,Castilla y León,Desempleado,Sí,5,7.6,Media,10,4.1,Medio
38,Masculino,País Vasco,Jubilado,No,4,5.8,Baja,10,1.7,Bajo
78,Femenino,Cataluña,Empleado,Sí,5,5.3,Alta,2,4.3,Alto
74,Masculino,Aragón,Estudiante,No,4,7.1,Alta,3,4.8,Bajo
53,Femenino,Madrid,Desempleado,No,6,6.6,Media,1,5.6,Alto
27,Femenino,Cataluña,Desempleado,No,4,7.8,Media,10,5.0,Bajo
54,Masculino,Andalucía,Empleado,No,2,6.9,Media,8,3.3,Bajo
26,Femenino,Cataluña,Empleado,Sí,9,7.2,Alta,1,2.5,Alto
41,Masculino,Andalucía,Empleado,No,2,5.1,Media,3,0.5,Medio
52,Masculino,Comunidad Valenciana,Empleado,No,9,9.3,Baja,3,4.1,Alto
66,Masculino,Aragón,Empleado,No,10,6.8,Baja,2,6.3,Alto
52,Masculino,Comunidad Valenciana,Desempleado,No,6,7.8,Media,5,4.2,Alto
65,Masculino,Cataluña,Empleado,No,9,6.0,Media,10,3.8,Medio
53,Femenino,Andalucía,Jubilado,No,9,7.4,Media,3,4.3,Alto
35,Femenino,Cataluña,Empleado,No,3,5.4,Baja,3,3.2,Bajo
66,Femenino,Madrid,Desempleado,Sí,1,7.5,Media,8,4.4,Bajo
56,Masculino,Canarias,Empleado,Sí,1,6.6,Baja,4,3.2,Bajo
49,Femenino,Cataluña,Desempleado,No,3,7.0,Baja,4,2.2,Medio
41,Masculino,Castilla y León,Jubilado,Sí,5,7.8,Media,3,3.8,Medio
40,Masculino,Aragón,Empleado,No,3,5.5,Baja,1,3.8,Alto
79,Femenino,Madrid,Empleado,Sí,9,6.2,Media,8,7.8,Alto
49,Masculino,Murcia,Estudiante,No,9,7.5,Baja,1,2.4,Alto
54,Femenino,Comunidad Valenciana,Empleado,No,3,9.5,Media,7,3.7,Bajo
29,Femenino,Galicia,Empleado,No,3,6.8,Media,5,3.5,Bajo
66,Masculino,Comunidad Valenciana,Empleado,No,5,7.7,Baja,4,3.1,Bajo
72,Masculino,Madrid,Empleado,No,2,6.9,Baja,4,5.0,Medio
30,Masculino,Cataluña,Desempleado,No,6,9.3,Alta,8,8.5,Medio
40,Femenino,Cataluña,Empleado,No,7,4.9,Media,6,3.4,Medio
42,Masculino,Cataluña,Jubilado,Sí,9,7.1,Media,1,5.0,Alto
52,Masculino,Comunidad Valenciana,Estudiante,No,6,5.0,Baja,10,0.5,Bajo
58,Masculino,Andalucía,Desempleado,No,3,4.0,Media,8,3.2,Bajo
47,Femenino,Extremadura,Desempleado,No,5,7.4,Media,2,7.1,Alto
34,Masculino,Castilla y León,Jubilado,Sí,4,7.2,Media,6,3.9,Bajo
66,Masculino,Madrid,Empleado,Sí,5,6.7,Media,9,5.0,Medio
79,Femenino,Andalucía,Jubilado,No,8,6.9,Baja,1,2.8,Alto
37,Femenino,Baleares,Estudiante,No,8,10.0,Baja,6,4.5,Medio
65,Masculino,Murcia,Estudiante,Sí,6,6.7,Alta,8,7.3,Medio
42,Masculino,Castilla y León,Desempleado,Sí,1,7.6,Alta,10,1.7,Bajo
39,Masculino,Cataluña,Empleado,No,8,6.2,Baja,2,8.4,Alto
30,Femenino,Madrid,Empleado,No,8,7.4,Media,5,0.9,Medio
76,Masculino,Andalucía,Estudiante,Sí,2,6.7,Baja,6,3.0,Bajo
36,Femenino,Cataluña,Empleado,No,4,6.5,Baja,5,2.3,Bajo
66,Femenino,Canarias,Estudiante,Sí,2,9.2,Baja,3,3.5,Bajo
53,Femenino,Castilla y León,Empleado,No,4,8.4,Baja,4,2.3,Bajo
29,Masculino,Galicia,Empleado,No,10,7.2,Media,7,2.2,Medio
78,Femenino,Baleares,Empleado,Sí,7,4.2,Media,4,1.6,Alto
58,Femenino,Comunidad Valenciana,Empleado,No,9,6.6,Baja,9,5.3,Alto
36,Femenino,Madrid,Empleado,No,8,10.0,Baja,10,3.5,Bajo
29,Masculino,Madrid,Empleado,No,9,6.7,Alta,2,3.0,Alto
26,Otro,Navarra,Jubilado,Sí,8,8.3,Baja,5,4.6,Medio
24,Masculino,Andalucía,Desempleado,Sí,2,8.7,Media,8,1.0,Bajo
45,Masculino,Asturias,Empleado,Sí,7,7.3,Baja,5,4.6,Alto
31,Masculino,Murcia,Desempleado,No,2,6.0,Media,10,3.8,Bajo
48,Femenino,Andalucía,Jubilado,No,2,4.1,Baja,8,3.9,Bajo
69,Masculino,Comunidad Valenciana,Estudiante,No,4,7.8,Baja,8,5.0,Bajo
36,Masculino,Aragón,Empleado,No,1,6.0,Baja,9,7.3,Bajo
75,Masculino,Comunidad Valenciana,Jubilado,No,5,7.2,Baja,10,4.6,Bajo
64,Masculino,Extremadura,Estudiante,No,6,5.5,Media,6,3.6,Medio
33,Femenino,Navarra,Empleado,Sí,9,6.7,Media,4,1.6,Alto
70,Femenino,Madrid,Empleado,Sí,10,7.0,Baja,3,0.5,Alto
22,Masculino,Madrid,Desempleado,No,8,7.3,Baja,5,4.3,Alto
52,Masculino,Asturias,Empleado,Sí,2,5.7,Media,6,1.5,Bajo
29,Femenino,País Vasco,Estudiante,Sí,1,8.4,Media,3,0.5,Bajo
42,Masculino,Andalucía,Empleado,No,2,6.3,Alta,2,3.3,Bajo
69,Masculino,Andalucía,Jubilado,No,7,5.0,Media,7,4.5,Medio
76,Otro,Comunidad Valenciana,Desempleado,Sí,4,6.9,Media,5,5.5,Alto
38,Femenino,Asturias,Empleado,No,10,7.0,Media,9,6.1,Alto
53,Masculino,Aragón,Empleado,No,5,7.2,Alta,3,5.8,Medio
70,Femenino,País Vasco,Desempleado,No,7,8.6,Alta,8,5.8,Medio
40,Masculino,Andalucía,Estudiante,Sí,3,6.7,Baja,6,1.1,Medio
33,Femenino,Cataluña,Estudiante,Sí,10,6.9,Baja,4,3.7,Alto
74,Masculino,Baleares,Empleado,No,2,5.7,Baja,9,5.2,Bajo
56,Masculino,Cataluña,Empleado,No,7,8.0,Media,5,4.1,Medio
62,Masculino,Cataluña,Empleado,No,5,7.2,Media,10,3.7,Bajo
70,Femenino,Andalucía,Desempleado,No,1,6.5,Media,6,4.1,Bajo
59,Femenino,País Vasco,Empleado,Sí,1,4.7,Baja,9,4.5,Bajo
75,Masculino,Navarra,Empleado,Sí,9,8.7,Media,7,3.8,Alto
56,Masculino,Cataluña,Desempleado,No,5,5.5,Alta,5,2.3,Medio
31,Femenino,Madrid,Jubilado,Sí,1,6.3,Baja,2,0.6,Medio
48,Masculino,Galicia,Empleado,Sí,7,7.4,Media,4,3.6,Alto
75,Masculino,La Rioja,Empleado,No,9,5.6,Media,2,4.1,Alto
22,Femenino,Andalucía,Desempleado,Sí,1,5.2,Alta,3,4.1,Medio
52,Masculino,Comunidad Valenciana,Desempleado,Sí,10,4.5,Alta,10,5.9,Alto
40,Femenino,Madrid,Empleado,No,4,7.9,Media,3,6.3,Medio
46,Otro,Aragón,Jubilado,Sí,3,6.3,Media,4,3.8,Medio
60,Masculino,Madrid,Estudiante,Sí,5,10.0,Alta,6,3.8,Bajo
28,Masculino,Andalucía,Empleado,No,7,5.8,Media,3,5.1,Medio
35,Masculino,Galicia,Empleado,No,8,5.9,Baja,10,4.9,Medio
64,Femenino,Canarias,Empleado,Sí,2,6.3,Media,1,3.1,Medio
29,Femenino,Andalucía,Estudiante,No,7,7.3,Baja,1,5.3,Alto
26,Femenino,Aragón,Empleado,No,1,6.4,Baja,9,3.7,Bajo
27,Masculino,Cataluña,Desempleado,No,7,7.7,Alta,9,3.7,Bajo
75,Femenino,Comunidad Valenciana,Desempleado,No,8,5.8,Media,5,4.9,Alto
61,Femenino,Madrid,Empleado,No,2,5.3,Media,9,3.4,Bajo
34,Femenino,Castilla y León,Desempleado,No,9,4.8,Baja,7,4.2,Alto
78,Femenino,Madrid,Jubilado,Sí,1,4.3,Baja,9,4.6,Bajo
55,Femenino,Aragón,Empleado,Sí,6,6.4,Baja,7,5.6,Medio
24,Femenino,Castilla y León,Empleado,No,1,6.6,Baja,9,5.5,Bajo
63,Femenino,Galicia,Empleado,No,3,6.2,Media,2,4.5,Medio
30,Masculino,Canarias,Jubilado,Sí,6,8.5,Baja,8,0.5,Medio
57,Masculino,Canarias,Jubilado,No,3,8.5,Media,7,4.5,Bajo
59,Femenino,Andalucía,Empleado,No,8,6.6,Baja,6,4.8,Alto
26,Masculino,Madrid,Estudiante,No,5,4.8,Alta,5,5.2,Medio
67,Femenino,Asturias,Empleado,Sí,2,6.3,Baja,4,2.1,Medio
44,Otro,Andalucía,Empleado,No,4,6.3,Baja,7,0.5,Bajo
75,Femenino,Castilla y León,Empleado,Sí,9,6.2,Baja,3,5.6,Alto
19,Masculino,Cantabria,Empleado,Sí,4,6.2,Media,8,1.6,Bajo
22,Masculino,Andalucía,Empleado,No,10,6.2,Media,2,6.4,Alto
46,Masculino,País Vasco,Desempleado,Sí,10,6.5,Media,1,2.8,Alto
54,Femenino,Madrid,Empleado,Sí,8,6.2,Media,2,1.9,Alto
55,Femenino,Comunidad Valenciana,Jubilado,No,5,7.2,Baja,9,4.7,Bajo
36,Femenino,Andalucía,Empleado,Sí,10,7.4,Media,5,5.2,Alto
25,Masculino,Andalucía,Empleado,Sí,1,5.9,Media,8,5.1,Bajo
65,Femenino,País Vasco,Empleado,Sí,7,8.5,Baja,3,5.0,Alto
62,Femenino,Murcia,Estudiante,No,3,5.8,Baja,7,2.6,Bajo
18,Masculino,Canarias,Empleado,No,10,5.1,Baja,2,0.9,Alto
39,Femenino,Comunidad Valenciana,Empleado,No,8,7.5,Baja,8,3.2,Alto
69,Masculino,Andalucía,Jubilado,No,3,6.0,Media,7,1.7,Bajo
34,Masculino,País Vasco,Empleado,No,1,7.4,Baja,5,4.9,Bajo
80,Femenino,Cataluña,Empleado,No,5,4.1,Baja,4,5.7,Alto
24,Masculino,Extremadura,Estudiante,Sí,2,8.7,Baja,1,4.3,Medio
42,Femenino,Murcia,Empleado,Sí,4,7.8,Alta,5,4.0,Bajo
62,Femenino,Castilla y León,Empleado,No,1,5.2,Alta,9,3.4,Bajo
21,Femenino,Navarra,Empleado,No,9,5.2,Baja,10,6.0,Alto
53,Masculino,Andalucía,Empleado,No,6,9.0,Baja,4,0.5,Bajo
23,Femenino,Castilla y León,Empleado,No,8,6.1,Baja,9,1.6,Medio
77,Femenino,Cataluña,Empleado,No,4,6.0,Media,2,7.7,Alto
48,Femenino,Extremadura,Empleado,No,9,4.3,Baja,4,1.5,Alto
36,Masculino,Cataluña,Empleado,No,2,6.6,Media,9,5.1,Bajo
78,Masculino,Castilla y León,Estudiante,No,9,6.7,Media,4,5.5,Alto
61,Femenino,Baleares,Empleado,No,5,7.9,Alta,5,0.5,Bajo
71,Masculino,Andalucía,Empleado,No,6,5.3,Baja,8,0.5,Medio
56,Femenino,Madrid,Jubilado,No,3,5.2,Alta,1,6.5,Medio
44,Femenino,Canarias,Desempleado,Sí,4,7.5,Media,1,2.1,Alto
27,Femenino,Madrid,Empleado,Sí,6,8.2,Baja,9,2.1,Medio
43,Femenino,Cataluña,Jubilado,No,7,5.1,Baja,9,3.0,Medio
36,Femenino,Cataluña,Empleado,No,1,8.3,Baja,4,2.1,Bajo
56,Femenino,Andalucía,Empleado,No,7,7.0,Baja,2,5.1,Alto
79,Femenino,Aragón,Estudiante,Sí,1,8.3,Baja,9,1.6,Bajo
20,Femenino,Comunidad Valenciana,Empleado,No,5,6.9,Media,4,0.5,Medio
62,Masculino,Andalucía,Empleado,No,6,4.0,Media,6,6.3,Medio
30,Masculino,Madrid,Empleado,No,2,6.8,Alta,1,1.7,Bajo
67,Femenino,Madrid,Empleado,No,10,8.3,Baja,9,2.5,Medio
45,Masculino,Cataluña,Empleado,Sí,9,5.9,Alta,5,5.7,Alto
79,Masculino,Madrid,Jubilado,No,10,6.5,Baja,3,4.1,Alto
75,Masculino,Cataluña,Empleado,No,6,6.8,Media,4,6.2,Medio
37,Femenino,Madrid,Jubilado,No,7,3.5,Baja,1,5.7,Alto
45,Femenino,Castilla y León,Desempleado,No,10,9.0,Baja,9,3.1,Medio
25,Femenino,Cataluña,Estudiante,No,8,5.9,Alta,8,6.0,Medio
78,Femenino,Galicia,Estudiante,Sí,10,7.6,Baja,4,4.3,Alto
80,Femenino,Comunidad Valenciana,Desempleado,No,1,6.9,Media,2,2.8,Bajo
58,Masculino,Comunidad Valenciana,Empleado,No,8,8.5,Media,9,4.6,Bajo
56,Femenino,País Vasco,Empleado,No,4,7.5,Media,4,1.4,Bajo
18,Masculino,Comunidad Valenciana,Empleado,Sí,10,6.7,Media,9,5.7,Alto
20,Femenino,Baleares,Jubilado,Sí,8,5.9,Media,10,5.4,Medio
30,Femenino,País Vasco,Estudiante,Sí,6,8.0,Baja,3,4.2,Alto
45,Masculino,Comunidad Valenciana,Empleado,Sí,9,4.8,Media,7,0.5,Alto
79,Masculino,Murcia,Empleado,Sí,4,7.8,Alta,7,6.3,Medio
74,Masculino,Galicia,Empleado,No,2,5.7,Baja,10,4.9,Bajo
80,Masculino,Cataluña,Desempleado,Sí,2,8.5,Baja,4,4.0,Medio
77,Masculino,Cataluña,Empleado,Sí,5,7.2,Media,2,3.6,Alto
66,Femenino,Andalucía,Estudiante,No,10,7.8,Media,9,2.9,Medio
42,Femenino,Baleares,Jubilado,Sí,9,7.1,Media,4,3.3,Alto
73,Femenino,Castilla y León,Empleado,Sí,3,4.9,Baja,8,5.5,Medio
50,Femenino,Asturias,Empleado,Sí,8,6.0,Media,2,3.0,Alto
55,Femenino,Galicia,Empleado,Sí,4,7.8,Baja,8,3.5,Bajo
70,Femenino,Madrid,Empleado,No,6,7.2,Media,10,3.7,Bajo
23,Masculino,Andalucía,Empleado,Sí,10,8.4,Media,5,3.8,Alto
75,Femenino,País Vasco,Empleado,No,6,7.5,Baja,7,2.8,Medio
61,Masculino,Comunidad Valenciana,Jubilado,No,3,5.8,Media,7,3.7,Bajo
62,Otro,La Rioja,Empleado,No,5,6.0,Alta,9,4.7,Bajo
49,Femenino,Cataluña,Empleado,No,3,7.1,Media,3,2.2,Bajo
62,Femenino,Comunidad Valenciana,Jubilado,No,1,4.2,Alta,10,3.7,Bajo
78,Masculino,País Vasco,Estudiante,No,7,9.0,Media,4,7.9,Alto
64,Femenino,Galicia,Empleado,Sí,4,7.5,Media,10,3.9,Medio
38,Femenino,Comunidad Valenciana,Desempleado,No,7,8.5,Baja,4,2.1,Medio
33,Masculino,Canarias,Empleado,No,3,5.1,Baja,10,1.9,Bajo
71,Masculino,Cataluña,Estudiante,Sí,5,8.5,Baja,5,1.5,Medio
38,Femenino,Castilla y León,Estudiante,Sí,5,9.7,Media,6,7.3,Medio
28,Masculino,Galicia,Desempleado,No,2,5.4,Alta,3,6.0,Medio
77,Femenino,Baleares,Empleado,No,10,7.9,Baja,4,1.4,Alto
54,Masculino,Aragón,Estudiante,Sí,2,7.0,Media,3,4.4,Medio
53,Masculino,Cataluña,Empleado,No,4,5.1,Media,2,6.4,Alto
52,Femenino,Cataluña,Empleado,Sí,4,7.6,Media,10,3.9,Bajo
36,Masculino,La Rioja,Empleado,No,4,8.0,Baja,9,3.0,Bajo
37,Femenino,Comunidad Valenciana,Empleado,Sí,6,6.3,Media,1,8.5,Alto
74,Masculino,Extremadura,Empleado,Sí,2,8.4,Baja,2,0.5,Medio
35,Masculino,Andalucía,Estudiante,No,6,5.0,Baja,8,9.3,Medio
64,Femenino,Galicia,Jubilado,No,7,5.2,Alta,7,4.1,Medio
58,Femenino,Murcia,Empleado,No,10,7.2,Baja,1,6.6,Alto
66,Femenino,Navarra,Empleado,No,3,7.0,Baja,5,1.6,Medio
31,Femenino,Cataluña,Empleado,Sí,8,6.1,Alta,10,2.5,Medio
32,Femenino,Castilla y León,Empleado,No,2,8.0,Baja,6,1.8,Bajo
48,Masculino,Comunidad Valenciana,Empleado,Sí,8,7.6,Media,5,3.8,Alto
18,Masculino,Andalucía,Jubilado,No,5,8.0,Baja,4,4.6,Medio
70,Femenino,País Vasco,Empleado,Sí,2,6.9,Baja,1,6.1,Alto
71,Femenino,País Vasco,Empleado,No,7,7.7,Baja,7,0.6,Medio
71,Femenino,Asturias,Empleado,No,2,6.5,Baja,9,4.3,Bajo
20,Masculino,Comunidad Valenciana,Jubilado,No,6,9.5,Media,6,5.8,Medio
33,Masculino,Cataluña,Estudiante,No,10,6.0,Media,3,6.2,Alto
40,Femenino,Andalucía,Jubilado,Sí,3,9.5,Media,10,3.1,Bajo
74,Femenino,Madrid,Estudiante,No,9,7.0,Alta,4,3.1,Alto
28,Femenino,Cataluña,Empleado,No,3,5.3,Baja,10,3.8,Bajo
29,Femenino,Canarias,Empleado,Sí,3,8.6,Media,5,4.4,Bajo
27,Femenino,Madrid,Desempleado,No,5,7.2,Media,1,6.6,Alto
49,Masculino,Navarra,Empleado,Sí,7,8.0,Alta,5,1.6,Medio
33,Masculino,Cantabria,Desempleado,No,8,8.5,Baja,1,2.4,Alto
25,Masculino,Galicia,Empleado,No,7,7.4,Media,9,1.3,Medio
55,Masculino,Asturias,Empleado,No,9,6.3,Alta,7,4.9,Medio
29,Femenino,Canarias,Empleado,Sí,5,8.2,Baja,3,6.2,Alto
41,Masculino,Comunidad Valenciana,Desempleado,Sí,10,7.0,Alta,9,1.2,Alto
45,Femenino,Cataluña,Estudiante,No,3,7.8,Baja,2,4.2,Medio
70,Masculino,Madrid,Empleado,Sí,6,4.4,Media,7,6.1,Alto
25,Masculino,Comunidad Valenciana,Empleado,Sí,5,7.5,Alta,9,5.6,Bajo
75,Masculino,Aragón,Empleado,No,4,6.2,Media,6,5.5,Medio
45,Masculino,Comunidad Valenciana,Empleado,No,2,9.0,Media,10,1.6,Bajo
53,Femenino,Baleares,Empleado,No,7,7.7,Baja,5,5.5,Medio
43,Masculino,País Vasco,Empleado,No,5,7.3,Alta,7,3.6,Bajo
25,Femenino,Andalucía,Empleado,Sí,4,7.6,Media,6,6.1,Bajo
75,Masculino,La Rioja,Empleado,No,8,5.8,Baja,5,4.9,Alto
77,Masculino,Comunidad Valenciana,Empleado,Sí,9,8.9,Media,2,2.4,Alto
67,Masculino,Madrid,Empleado,No,9,9.4,Media,8,4.6,Medio
45,Femenino,País Vasco,Empleado,No,3,7.5,Baja,7,5.6,Bajo
45,Femenino,Andalucía,Empleado,No,3,8.9,Baja,6,3.0,Bajo
54,Masculino,Galicia,Empleado,Sí,5,6.3,Baja,5,4.3,Alto
58,Masculino,Comunidad Valenciana,Desempleado,No,5,6.0,Media,5,1.3,Medio
53,Femenino,Madrid,Empleado,No,10,7.0,Media,9,5.1,Medio
44,Masculino,Navarra,Empleado,Sí,2,7.5,Media,1,3.9,Medio
71,Masculino,Comunidad Valenciana,Empleado,No,1,6.5,Alta,9,5.8,Bajo
80,Femenino,Cataluña,Desempleado,No,8,7.6,Alta,6,5.0,Medio
34,Femenino,Madrid,Jubilado,No,3,7.4,Media,4,3.2,Bajo
26,Masculino,Extremadura,Estudiante,Sí,1,5.8,Baja,10,2.3,Bajo
50,Femenino,Andalucía,Estudiante,Sí,1,7.6,Media,7,1.8,Bajo
70,Femenino,Cataluña,Empleado,Sí,2,8.0,Media,9,3.0,Bajo
37,Masculino,Andalucía,Desempleado,No,6,7.2,Media,5,5.8,Medio
30,Femenino,Andalucía,Desempleado,Sí,6,8.4,Media,5,0.5,Medio
45,Femenino,Murcia,Empleado,Sí,3,5.5,Baja,8,1.9,Bajo
65,Masculino,Castilla y León,Empleado,No,4,7.6,Alta,7,5.7,Bajo
46,Masculino,Madrid,Empleado,No,2,5.6,Baja,8,6.7,Bajo
30,Masculino,País Vasco,Jubilado,Sí,2,5.7,Media,10,2.0,Bajo
63,Femenino,Madrid,Empleado,Sí,7,6.2,Baja,2,1.9,Alto
52,Masculino,Navarra,Estudiante,No,1,5.9,Alta,9,6.8,Bajo
78,Femenino,Cantabria,Empleado,Sí,7,6.3,Baja,3,3.8,Alto
23,Femenino,Madrid,Empleado,No,1,6.7,Baja,6,2.2,Bajo
35,Masculino,Aragón,Empleado,No,6,8.0,Baja,6,6.1,Medio
68,Femenino,Canarias,Empleado,No,3,6.6,Baja,2,5.0,Medio
22,Masculino,Cataluña,Estudiante,No,8,5.1,Baja,7,5.5,Alto
64,Femenino,Cataluña,Desempleado,No,6,8.4,Media,9,2.3,Bajo
42,Femenino,Madrid,Empleado,No,2,6.0,Media,10,4.7,Bajo
19,Masculino,Canarias,Estudiante,Sí,8,6.9,Baja,1,6.5,Alto
27,Masculino,Cantabria,Empleado,No,5,7.5,Baja,8,5.3,Bajo
73,Masculino,Canarias,Jubilado,No,8,7.2,Alta,2,5.8,Alto
47,Masculino,Aragón,Empleado,Sí,8,8.3,Media,1,6.8,Alto
